"Regions","CATEGORY","ITEM","UNIT","AMHARA","AMHARA","AMHARA","AMHARA","AMHARA","AMHARA","AMHARA","AMHARA","AMHARA","AMHARA"
"Markets","CATEGORY","ITEM","UNIT","Chuahit","Gondar","Esete","Debre- Tabor ","Kobo","Weldiya","Kombolcha","Dessie","Shewa- Robit ","Debre-¦"
"14","READY-MADE / FOR ADULTS","Sweater-Men (Imported)","No ","-","489.90","-","382.59","-","300.00","-","359.91","-","300.00"
"15","READY-MADE / FOR ADULTS","Sweater-Women (Imported)","No ","-","-","-","272.70","184.39","-","-","291.60","-","250.00"
"16","READY-MADE / FOR ADULTS","Nylon Dress","No ","-","-","-","-","-","-","-","-","-","-"
"17","READY-MADE / FOR ADULTS","Tetron Trouser","No ","-","-","-","280.00","-","-","-","-","-","-"
"18","READY-MADE / FOR ADULTS","Leather Jacket","No ","-","1849.32","-","1600.00","-","1413.09","-","849.84","-","1508.10"
"19","READY-MADE / FOR ADULTS","Under Wear China","No ","-","-","-","51.96","64.87","54.85","51.61","52.63","60.00","43.27"
"20","READY-MADE / FOR ADULTS","Polyester Suit","No ","-","-","-","-","-","-","-","-","-","2700.00"
"21","READY-MADE / FOR ADULTS","Khaki Short ","No ","-","-","-","-","-","-","-","-","-","-"
"22","READY-MADE / FOR ADULTS","T-Shirts ","No ","124.93","216.61","123.24","204.90","166.60","189.82","149.78","178.22","143.26","161.34"
"23","READY-MADE / FOR ADULTS","Jogging Suit(sport tuta) ","No ","-","-","-","426.17","413.22","379.37","346.63","374.98","-","400.00"
"24","READY-MADE / FOR ADULTS","Khaki Jacket ","No ","-","502.92","462.61","509.16","404.23","526.26","322.69","441.58","350.00","474.34"
"25","READY-MADE / FOR ADULTS","Geldem ","No ","-","-","-","-","589.92","548.48","412.91","374.98","323.30","-"
"26","READY-MADE / FOR ADULTS","Mekremia","No ","-","-","106.56","-","-","-","-","-","-","-"
"27","READY-MADE / FOR ADULTS","Polyester skirt","No ","-","-","-","322.69","-","-","-","-","-","300.00"
"28","READY-MADE / FOR ADULTS","Pants(for men)","No ","27.66","34.32","33.64","43.27","46.61","37.61","43.27","50.92","43.27","41.60"
"Regions","CATEGORY","ITEM","UNIT","AMHARA","AMHARA","AMHARA","AMHARA","AMHARA","AMHARA","AMHARA","AMHARA","AMHARA","AMHARA"
"Markets","CATEGORY","ITEM","UNIT","Chuahit","Gondar","Esete","Debre- Tabor ","Kobo","Weldiya","Kombolcha","Dessie","Shewa- Robit ","Debre- Birhan "
"1","CONSTRUCTION MATERIALS","Cement/Bag/(Local)","","-","130.00","160.00","123.24","137.25","129.16","127.48","111.64","135.00","122.50"
"2","CONSTRUCTION MATERIALS","Lime","","-","-","2.25","-","-","-","-","-","-","-"
"3","CONSTRUCTION MATERIALS","Lime/Jeso(Local)","","-","-","-","-","3.20","1.93","-","1.90","3.80","3.00"
"4","CONSTRUCTION MATERIALS","Nail (7cm - 12cm)","","35.66","39.32","34.32","40.00","35.00","40.00","31.91","29.66","35.00","36.65"
"5","CONSTRUCTION MATERIALS","Nail With Cape","","-","59.33","-","-","56.62","61.62","50.56","52.63","58.28","54.66"
"6","CONSTRUCTION MATERIALS","Corrugated Iron Sheet (","","123.00","110.00","116.00","130.00","-","131.33","121.42","120.62","125.33","118.00"
"7","CONSTRUCTION MATERIALS","Wood for House Construction('Atana').","","35.65","26.32","32.27","35.65","-","32.27","28.65","28.99","41.00","30.65"
"8","CONSTRUCTION MATERIALS","Wall Paints-Super (Fluid) Normal","","-","130.00","120.00","129.15","139.97","148.31","122.32","121.64","-","146.59"
"9","CONSTRUCTION MATERIALS","Wall Paints-Super (Fluid) Plastic","","-","238.32","260.00","234.52","-","259.87","233.96","234.96","-","260.00"
"10","CONSTRUCTION MATERIALS","Coarse Aggregate Gravel","Meter ","-","501.33","-","-","500.00","400.00","203.28","350.00","-","-"
"11","CONSTRUCTION MATERIALS","Hollow Concrete Block(15x20x40 cm Cub","Hollow Concrete Block(15x20x40 cm Cub","-","11.00","-","-","-","11.66","11.25","10.42","8.62","9.25"
"12","CONSTRUCTION MATERIALS","Bricks (25cm x 12cm x 6cm)","","-","-","-","-","-","-","6.00","-","-","-"
"13","CONSTRUCTION MATERIALS","Floor Board 4m Length","","-","-","-","180.00","-","-","-","174.95","160.00","-"
"14","CONSTRUCTION MATERIALS","Iron Pipe 6mt","","-","-","-","-","-","-","336.43","224.96","-","-"
"15","CONSTRUCTION MATERIALS","Chipwood (125cm x 250cm x 8mm)","","-","-","-","250.00","-","234.96","179.93","174.95","200.00","-"
"16","CONSTRUCTION MATERIALS","Sand","Meter ","-","375.00","-","-","-","-","-","334.66","-","-"
"17","CONSTRUCTION MATERIALS","Gutter Nº 33","M","-","-","-","-","-","-","106.49","113.31","-","75.00"
"18","CONSTRUCTION MATERIALS","Window Glass (50cm x 50cm x 3mm)","","-","-","-","-","-","44.32","52.44","49.32","-","-"
"19","CONSTRUCTION MATERIALS","Water Tanker,Roto (1 meter cube)","","-","-","-","-","-","-","3500.00","3366.33","-","-"
"20","CONSTRUCTION MATERIALS","Stone for House Construction","Meter ","-","150.00","-","-","-","-","103.23","-","-","200.00"
"21","CONSTRUCTION MATERIALS","Mega Paints","","-","-","-","-","142.86","141.65","123.49","110.96","-","-"
"22","CONSTRUCTION MATERIALS","Nefas seleke Paints","","-","144.50","-","-","-","133.31","134.84","152.36","146.64","146.59"
"23","CONSTRUCTION MATERIALS","\"Yewellel Nitaf\"(Cement Made Tile)","","-","194.94","-","-","-","-","140.00","-","-","-"
"24","CONSTRUCTION MATERIALS","\"Yewellel Nitaf\"(Plastic Made Tile)","","-","-","-","-","-","-","-","183.23","-","-"
"25","CONSTRUCTION MATERIALS","Key (With hand)","","-","243.29","-","236.64","-","346.63","359.98","408.29","-","230.00"
"26","CONSTRUCTION MATERIALS","Door made of iron","","-","1665.99","2232.84","1563.91","-","899.07","557.47","916.37","-","724.57"
"1","WATER","Water","Meter ","-","4.00","-","3.50","2.50","-","-","3.00","2.50","-"
"2","FUEL AND POWER","Fire Wood","Meter ","303.78","224.87","179.37","379.69","422.91","-","402.25","459.24","384.76","112.88"
"3","FUEL AND POWER","Charcoal","","-","8.07","6.99","3.38","8.76","5.00","7.52","6.77","5.66","7.26"
"4","FUEL AND POWER","Dung Cake","","1.68","-",".54","1.15","-","-","1.84","-","-","1.11"
"5","FUEL AND POWER","Kerosine","","-","13.92","13.92","13.77","13.55","13.53","13.50","13.52","13.65","13.73"
"6","FUEL AND POWER","Diesel","","-","16.98","16.98","16.83","16.61","16.59","16.56","16.58","16.70","16.79"
"7","FUEL AND POWER","Electric","",".27",".27",".27",".27",".27",".27",".27",".27",".27",".27"
"8","FUEL AND POWER","Matches","","-","-","-","-","-","-","-","-","-","-"
"9","FUEL AND POWER","Candles","","-","-","-","-","-","-","-","-","-","-"
"10","FUEL AND POWER","Buthane Gas (Shell)","","-","-","-","-","-","-","609.38","614.58","-","600.00"
"11","FUEL AND POWER","Eveready Drycell","","5.00","6.00","5.00","-","5.00","5.00","5.16","5.57","5.00","5.66"
"12","CHAIRS, TABLES, ETC.","Table Wanza (Machine made) Varnished.","","650.00","976.45","1232.45","1398.64","899.07","582.85","949.12","949.12","-","921.95"
"13","CHAIRS, TABLES, ETC.","Table Wanza (Hand made) Not Varnished","Table Wanza (Hand made) Not Varnished","-","-","-","-","-","-","-","-","-","-"
"14","CHAIRS, TABLES, ETC.","Chairs Wanza (Machine Made) Varnished","Chairs Wanza (Machine Made) Varnished","270.00","365.93","382.59","514.41","382.59","435.86","512.99","526.26","-","574.46"
"15","CHAIRS, TABLES, ETC.","Chairs Wanza (Hand Made) Varnished","","-","-","-","-","-","-","-","-","-","-"
"16","CHAIRS, TABLES, ETC.","Cupboard Wanza (2 doors) Varnished","","3000.00","3432.02","2665.03","3331.02","3588.23","3583.26","3865.53","3833.05","2500.00","3249.62"
"17","CHAIRS, TABLES, ETC.","Double Bed Wanza (120cm) Varnished","","2700.00","3298.99","1930.98","1232.45","2896.47","3582.79","4000.00","3198.96","2432.88","2645.75"
"18","CHAIRS, TABLES, ETC.","Sofas (Complete)","","9000.00","14325.70","11656.95","13658.40","-","10969.61","-","10492.06","-","12490.00"
"19","CHAIRS, TABLES, ETC.","Book Shelves Wanza (3 Shelves) no Doo","Book Shelves Wanza (3 Shelves) no Doo","1600.00","-","1232.45","949.12","1430.13","798.96","914.58","949.12","-","1200.00"
"20","CHAIRS, TABLES, ETC.","Chest of Drawer ","","-","-","1300.00","2257.18","2257.18","1299.36","1925.60","3399.02","-","1574.80"
"1","Bed Sheet (Non-Patterned Bahir Dar)","1","Pa","-","243.29","-","280.00","-","329.90","-","-","-","213.12"
"2","Bed Sheet(Patterned Kombolcha)","1","Pa","-","273.29","340.00","400.00","309.84","-","431.62","443.23","-","400.00"
"3","Bed Sheet(Patterned Kombolcha)","Bed Cover(Patterned Kombolcha)","","-","-","-","-","-","-","-","-","-","-"
"4","Bed Sheet(Patterned Kombolcha)","Blanket Woolen(Debre B",")160cm x 220cm","290.00","-","293.30","289.83","253.29","339.90","293.18","316.42","-","241.58"
"5","Bed Sheet(Patterned Kombolcha)","Mattress-Sponge (A","","-","-","-","-","900.00","1193.30","-","1149.27","950.00","900.00"
"6","Bed Sheet(Patterned Kombolcha)","Towel-Local (Kombolcha)","","-","99.67","-","115.00","-","48.99","61.62","68.29","-","-"
"7","Bed Sheet(Patterned Kombolcha)","Curtains","m","-","-","-","-","-","97.47","103.23","114.93","100.00","112.92"
"8","EARTHEN WARE","Plastic tile","m","-","60.00","60.00","58.66","76.63","63.16","59.33","64.65","70.00","60.00"
"9","EARTHEN WARE","Water Pot","","-","-","10.97","22.57","-","19.31","-","-","-","40.97"
"10","EARTHEN WARE","'Jebena' Medium Size","","12.00","12.00","25.00","10.00","20.00","-","15.33","16.00","15.00","7.32"
"11","EARTHEN WARE","'Mitad' (Griddle of Clay)","","41.32","78.30","33.64","37.61","-","64.87","83.30","65.94","66.63","92.64"
"12","EARTHEN WARE","Local Stove '(Lakech)'","","-","74.89","60.00","60.00","66.63","-","43.98","52.63","35.00","60.00"
"13","EARTHEN WARE","Cup for Coffee (China)","","6.00","5.16","5.00","5.31","5.00","-","4.00","5.25","4.83","3.66"
"14","EARTHEN WARE","Plate Clay (imported)","","-","40.00","-","24.49","-","27.39","-","37.61","-","-"
"15","STRAW, BAMBOO AND OTHERS","'Sefed'","","45.99","33.97","20.65","32.60","37.61","-","37.61","43.32","40.98","42.63"
"16","STRAW, BAMBOO AND OTHERS","Sack 100Kg Capacity","","10.00","10.00","9.65","10.00","9.65","-","12.00","13.00","8.00","9.00"
"17","METAL WARE","Cooking Pan Medium (Local)","","30.98","38.66","39.32","60.00","67.64","46.61","47.62","52.63","45.66","40.00"
"18","METAL WARE","Tray (Nickel) Medium Nº 45 Local","","-","-","-","41.60","-","46.61","38.99","39.97","-","-"
"19","METAL WARE","Electric 'Mitad' Aluminium","","-","1700.00","-","1680.00","1200.00","1297.43","850.00","1000.00","-","1274.75"
"1","P R I C E   I N    B I R R","Gas Stove (Kerosine) China","","-","150.00","-","148.31","164.92","144.94","150.00","151.65","140.00","140.00"
"2","P R I C E   I N    B I R R","Permuze(Japan)","","-","-","-","-","-","-","-","200.00","-","-"
"3","P R I C E   I N    B I R R","Refregrator","","-","6099.45","-","7399.32","-","-","6700.00","8099.59","7400.00","-"
"4","PLASTIC WARE (LOCAL MADE)","Jerrycan (20 Litres)","","-","-","-","-","-","-","-","-","-","-"
"5","PLASTIC WARE (LOCAL MADE)","Bucket (20 Litres)","","39.32","38.66","39.32","40.00","40.00","39.32","40.00","42.66","38.66","38.31"
"6","GLASS WARE","Glass for Tea (Duralex)","","-","-","-","7.49","7.00","7.32","7.00","7.00","7.00","7.00"
"7","OTHER HOUSEHOLD EQUIPMENT","Kerosine Lamp","","-","-","-","-","-","78.30","-","82.64","-","-"
"8","OTHER HOUSEHOLD EQUIPMENT","'Kuraz' Small Local Kerosine Lamp","","4.83","-","2.50","-","-","5.83","-","5.65","-","-"
"9","OTHER HOUSEHOLD EQUIPMENT","Flash Light","","-","26.66","-","-","-","18.29","29.32","27.26","25.00","-"
"10","OTHER HOUSEHOLD EQUIPMENT","Electric Bulb Philips(40/60 Watt)","","11.32","12.00","12.00","11.29","10.97","10.63","12.00","12.83","10.00","10.63"
"11","HOUSEHOLD OPERATION","Hard Soap (Local)","2","-","-","-","7.00","7.00","4.00","4.35","4.70","4.00","6.50"
"12","HOUSEHOLD OPERATION","Hard Soap (Imported)","2","9.57","11.83","10.66","-","10.75","10.83","8.80","8.40","8.70","10.40"
"13","HOUSEHOLD OPERATION","Detergent (Omo)","","5.00","3.43","2.50","4.17","-","-","5.00","4.30","3.33","5.00"
"14","HOUSEHOLD OPERATION","Incense","","100.00","-","-","-","-","-","-","108.15","-","70.00"
"15","HOUSEHOLD OPERATION","Sandal Wood","",".46",".50",".50",".50",".50",".50",".50",".50",".50",".50"
"16","HOUSEHOLD OPERATION","Toilet Paper (Mamko)","","10.00","8.00","10.00","9.00","9.83","9.00","9.00","9.00","9.00","8.66"
"17","HOUSEHOLD OPERATION","Detergent(Zahira)","","2.21","2.25","2.25","2.25","2.12","2.17","2.41","2.25","2.25","2.25"
"1","DRY CLEANING","Dry Cleaning (Suit Men)","","-","33.33","-","37.42","-","35.00","28.00","28.65","35.00","22.27"
"2","DOMESTIC SERVICE","Maid Servant","M","84.90","131.04","115.98","139.25","186.43","232.08","225.72","233.00","-","164.32"
"3","DOMESTIC SERVICE","Unskilled Service (Daily Laborer)","","35.00","25.00","22.89","25.00","38.26","36.59","38.26","40.00","-","50.00"
"4","DOMESTIC SERVICE","Salary for Guard ","M","-","-","-","-","-","-","253.29","259.87","-","-"
"5","MEDICAL CARE","Ampicillin(250 mg) Local","56 C","-","25.99","28.00","-","-","19.70","-","-","-","27.22"
"6","MEDICAL CARE","Tetracycline (250 mg) Local","56 C","28.00","22.40","18.49","16.80","19.98","14.88","20.77","18.62","21.92","17.52"
"7","MEDICAL CARE","Penicillin injection(4 Mu","But","8.00","8.83","6.65","6.50","9.44","7.33","8.24","7.08","8.62","8.49"
"8","MEDICAL CARE","Chloramphenicol(250mg) Local","56 C","26.56","29.84","16.80","33.60","21.49","14.88","35.00","18.62","-","-"
"9","MEDICAL CARE","Paracitamole(500mg) Local","20 P","4.00","2.00","4.00","3.46","3.30","3.63","4.00","3.13","4.00","3.30"
"10","MEDICAL CARE","Cough Syrup (Efadykse) Local","125c","14.49","25.66","22.80","25.00","20.51","19.33","19.66","20.98","21.54","22.60"
"11","MEDICAL CARE","Bactrim(480mg) Local","30 P","9.91","9.47","12.00","12.00","12.65","5.68","10.67","8.47","9.91","9.00"
"12","MEDICAL CARE","Vermox(100mg) Local","12 P","4.00","6.00","4.58","4.80","6.00","2.50","5.65","2.50","3.00","2.60"
"13","MEDICAL CARE","Mezel(250mg) Local","30 C","10.67","10.43","6.87","9.44","13.92","14.33","10.90","9.81","9.00","7.99"
"14","MEDICAL CARE","Asprin (300 mg) Local","20 P","4.58","-","4.00","3.46","3.63","-","4.00","-","4.00","-"
"15","MEDICAL CARE","Insulin(Lente)","Butt","-","70.00","-","85.00","-","-","65.00","-","70.00","83.00"
"16","MEDICAL CARE","Amoxacillin(500mg)","16 C","16.00","18.65","14.85","16.00","14.91","16.00","14.95","14.07","16.00","15.95"
"17","MEDICAL CARE","Magnesium Oxide","30 P","6.87","4.95","6.00","6.00","10.00","3.00","6.00","4.13","6.00","4.29"
"18","MEDICAL CARE","Fasider Tablet","1 P","-","-","-","-","-","-","-","-","-","-"
"19","OTHER MEDICAL EXPENSES","Doctor's Fee (Government)","per v","4.00","5.00","7.00","10.00","4.00","5.00","8.00","5.00","7.00","7.00"
"20","OTHER MEDICAL EXPENSES","Doctor's Fee (Private)","per v","10.00","20.00","-","18.42","10.00","30.00","20.00","-","10.00","14.42"
"21","OTHER MEDICAL EXPENSES","Injection (Service Charge)","","-","-","-","3.00","2.45","2.00","2.00","2.62","2.00","2.00"
"1","P R I C E   I N    B I R R","Labratory Test Fee (Private)","","5.92","18.17","-","12.60","5.00","5.85","7.32","7.94","6.30","9.09"
"2","P R I C E   I N    B I R R","Bed Charge (gov","per","-","-","15.00","25.00","-","15.00","6.00","15.00","15.00","21.21"
"3","P R I C E   I N    B I R R","X-Ray(For TB)","","-","106.27","-","-","-","100.00","-","70.00","-","-"
"4","P R I C E   I N    B I R R","Bed Charge (Private)","per","-","63.83","-","100.00","-","120.00","-","82.43","-","-"
"5","TRANSPORT","Benzene","","-","19.28","-","19.13","-","18.89","18.86","18.88","-","19.09"
"6","TRANSPORT","Motor Oil (Mobil)","","-","80.66","-","-","80.00","82.99","83.66","80.33","82.50","71.21"
"7","TRANSPORT","Car Washing and Greasing","","-","50.00","-","-","-","64.87","53.13","75.04","-","54.77"
"8","TRANSPORT","Bus Fare (per km)","T","-",".30","-",".27","-",".32","-",".29","-","-"
"9","TRANSPORT","Bus Fare (within Town) ","","-","1.00","-","-","-","-","-","-","-","-"
"10","TRANSPORT","Taxi Fare ","","-","1.00","-","-","1.00","1.00","-","1.50","-","1.20"
"11","TRANSPORT","Air Plane (To Addis Ababa) ","","-","1224.00","-","-","-","-","-","-","-","-"
"12","TRANSPORT","Animal Transport fare","","-","-","71.14","-","-","64.87","-","-","-","-"
"13","TRANSPORT","Cart Fare","","-","1.00","-","-","-","1.00","1.00","1.50","1.00","1.00"
"14","COMMUNICATION","Telephone Charge (with town)","Pe",".20",".20",".20",".20","-",".20",".20",".20","-","-"
"15","COMMUNICATION","Telephone Charge to Addia Ababa","Pe","2.49","2.49","2.49","2.49","2.49","2.49","2.49","2.49","-","-"
"16","COMMUNICATION","Telephone Line Installation Charge","","283.30","283.30","283.30","283.30","283.30","283.30","283.30","283.30","283.30","283.30"
"17","COMMUNICATION","Mobile Apparatus(Nokia6200)","","-","-","-","-","-","-","-","-","-","-"
"18","COMMUNICATION","Mobile call from Tel","Pe","2.49","2.49","2.49","2.49","2.16","2.16","2.16","2.16","-","2.16"
"19","COMMUNICATION","Internet Service","10hrs/m","-","106.00","-","106.00","-","-","-","-","-","-"
"1","EQUIPMENT AND ACCESSORIES","T","","-","-","-","4700.00","4600.00","5065.80","4766.43","4749.82","4898.98","4780.87"
"2","EQUIPMENT AND ACCESSORIES","Cassette Recorded Original(Local Musi","Cassette Recorded Original(Local Musi","12.00","13.00","-","12.00","-","17.54","13.00","13.00","13.00","15.00"
"3","EQUIPMENT AND ACCESSORIES","Radio Set Philips 3 Band","","-","-","-","350.00","-","-","420.00","354.98","-","-"
"4","EQUIPMENT AND ACCESSORIES","Tape Recorder National (2 Speaker)","","-","-","-","-","-","-","-","-","-","-"
"5","EQUIPMENT AND ACCESSORIES","Expense for Photograph(Passport size)","Expense for Photograph(Passport size)","10.00","10.00","10.00","10.00","10.00","10.00","7.32","8.96","15.00","7.00"
"6","EQUIPMENT AND ACCESSORIES","Newspaper (Addis Zemen)","","-","-","-","-","-","-","-","2.00","3.00","3.00"
"7","EQUIPMENT AND ACCESSORIES","Theater Enterance Fee ","","-","-","-","-","-","-","-","-","-","-"
"8","EQUIPMENT AND ACCESSORIES","VCD-Player(Mayato Japan)","","-","976.45","-","1148.91","-","-","-","-","-","-"
"9","EQUIPMENT AND ACCESSORIES","VCD Cassette rent","","5.00","5.00","2.00","3.63","3.63","5.00","5.00","5.00","5.00","5.00"
"10","EDUCATION","Exercise Book (50 Leaves) Local","","-","-","4.50","-","-","5.16","-","5.37","5.33","6.50"
"11","EDUCATION","Pencil (China)","","-","3.00","-","2.00","1.14","1.82","2.00","1.77","1.50","1.66"
"12","EDUCATION","Ball Point-Bic England","","-","3.50","3.00","3.32","3.00","4.16","4.00","3.91","3.00","3.41"
"13","EDUCATION","Day School Fee-Public(Grade 7 & 8)","M","-","-","-","-","-","-","-","-","-","-"
"14","EDUCATION","Day School Fee-Private(Grade 9-10)","M","-","-","-","-","-","-","-","-","-","-"
"15","EDUCATION","Night School Fee-Government(Gr","9-10)M","-","-","-","-","-","-","-","-","-","-"
"16","EDUCATION","School Uniform Fee ","","-","-","-","-","-","-","-","254.97","-","-"
"17","EDUCATION","Night School Fee-Private(Grade9-10)","M","-","-","-","-","-","-","-","-","-","-"
"18","EDUCATION","Night College Fee-Private","Credi","-","-","-","140.00","-","-","-","-","-","-"
"19","PERSONAL CARE","GIV Toilet Soap","","7.88","7.88","7.88","7.88","7.88","7.88","7.88","7.88","7.88","7.88"
"20","PERSONAL CARE","Blade-INDIA","","1.00","1.00","1.00","1.00","1.00","1.00","1.00","2.00","1.00","1.08"
"1","P R I C E   I N    B I R R","Hair Dressing (Traditional)","","10.00","10.00","8.62","13.00","18.17","17.54","5.00","7.65","10.00","10.00"
"2","P R I C E   I N    B I R R","Hair Dressing (Modern)","","25.00","25.00","20.00","25.00","25.96","23.30","30.00","30.00","30.00","23.96"
"3","P R I C E   I N    B I R R","Barbery (Mens Hair Cut)","","5.00","11.29","6.65","8.00","9.28","8.24","12.00","14.33","7.00","6.32"
"4","P R I C E   I N    B I R R","Zenith Hair Oil(Liquids Form)","3","22.66","25.65","23.33","23.33","22.66","20.98","23.33","22.66","22.00","22.66"
"5","P R I C E   I N    B I R R","Zenith Hair Oil(Non-Liquids Form)","3","22.66","-","-","23.33","22.33","22.31","23.33","22.66","22.00","23.00"
"6","P R I C E   I N    B I R R","Shaving Machine (medium) ","","-","100.00","-","75.00","71.63","96.55","103.23","93.22","-","94.24"
"7","P R I C E   I N    B I R R","Perfume  ","1","-","-","-","60.00","-","-","63.29","67.64","-","-"
"8","P R I C E   I N    B I R R","Parafin Hair Oil","3","30.76","33.00","30.76","29.70","34.57","35.74","29.14","29.70","26.40","28.05"
"9","P R I C E   I N    B I R R","Shoe Polish(Black/Brown)","","4.00","3.00","3.00","3.00","3.63","3.00","3.00","3.00","3.00","3.00"
"10","P R I C E   I N    B I R R","Modes(Disposable napkins)","Pa","16.00","15.66","15.66","16.00","15.66","18.29","15.33","14.66","15.33","15.81"
"11","PERSONAL EFFECTS","Umbrella-Men Medium (Local)","","-","-","-","174.36","96.55","79.90","73.29","82.64","66.63","73.29"
"12","PERSONAL EFFECTS","Umbrella-Women Medium (Imported)","","144.94","143.26","149.33","150.00","113.24","149.78","136.58","124.93","150.00","126.58"
"13","PERSONAL EFFECTS","Hand Bag (Imported Synthetic)","","-","266.37","209.76","233.00","250.00","339.90","222.40","196.26","-","193.10"
"14","PERSONAL EFFECTS","Belt (Local) Machine Made","","-","116.57","56.46","61.36","-","100.00","46.61","65.94","53.13","93.27"
"15","PERSONAL EFFECTS","Belt (Local) Hand Made","","-","-","-","-","-","-","-","-","-","-"
"16","JEWELLERY","Seiko-21 Jewels Automatic (Men)","","-","-","-","-","-","-","-","-","-","-"
"17","JEWELLERY","Seiko-21 Jewels Automatic (Women)","","-","-","-","-","-","-","-","-","-","-"
"18","JEWELLERY","Earrings (4gm 18 carat Local)","","-","-","-","-","-","3806.66","-","3596.29","-","4363.94"
"19","JEWELLERY","Neck Laces (6gm 18 carat Local)","","-","-","-","-","-","5709.98","-","5394.44","-","6545.91"
"20","JEWELLERY","Rings (4gm 18 carat Local)","","-","-","-","-","-","3806.66","-","3596.29","-","4363.94"
"21","JEWELLERY","Bracelet 20gm (18 carat Local)","","-","-","-","-","-","19033.28","-","17981.46","-","21819.72"
"1","LIVESTOCK","Sheep (10-15Kg)","","616.54","609.30","474.27","663.22","673.02","914.58","576.30","739.82","589.83","756.12"
"2","LIVESTOCK","Goat (10-15Kg)","","546.52","326.01","385.64","526.26","612.82","648.72","518.26","646.55","399.67","792.64"
"3","LIVESTOCK","Heifer (2-4 Years)","","2559.63","3226.86","2209.80","3496.19","3664.53","2830.62","3056.70","3649.77","3096.84","3948.10"
"4","LIVESTOCK","Cow (4 Years and Above)","","4076.21","4762.20","3482.17","5063.85","5711.33","4228.38","3762.89","5999.44","3693.83","5908.33"
"5","LIVESTOCK","Bull (2-4 Years)","","3676.16","5262.63","2654.50","2995.55","4261.67","3996.66","6680.91","3999.17","4762.20","4916.27"
"6","LIVESTOCK","Ox (4 Years and Above)","","5149.84","7829.74","4558.91","5729.67","8094.71","6899.52","7796.97","7099.53","8764.25","9376.99"
"7","LIVESTOCK","Hen (Indigenous)","","53.92","54.85","-","57.30","49.83","64.87","85.00","80.31","61.62","73.29"
"8","LIVESTOCK","Cock (Indigenous)","","62.30","81.43","42.28","72.30","61.36","59.86","80.95","92.64","81.63","109.70"
"9","DRAUGHT ANIMALS","Donkey","","1159.91","1165.70","1206.41","1275.17","2823.11","1615.47","-","1576.53","1898.24","2347.56"
"10","DRAUGHT ANIMALS","Horse","","-","-","4926.33","3496.19","-","-","-","5399.38","-","3915.74"
"11","DRAUGHT ANIMALS","Mule","","6500.00","-","7576.55","8490.18","-","9491.22","-","7199.54","-","-"
"12","FARM EQUIPMENT (INDUSTRIAL PRODUCT)","Sickel","","56.99","61.62","-","-","-","-","75.00","-","-","-"
"13","FARM EQUIPMENT (INDUSTRIAL PRODUCT)","Pick Axe ('Doma')","","-","121.64","-","109.54","-","86.97","126.33","82.64","100.00","97.47"
"14","FARM EQUIPMENT (INDUSTRIAL PRODUCT)","'Gejera'","","-","-","-","-","-","-","120.00","94.91","-","130.00"
"15","FARM EQUIPMENT (HAND MADE)","'Mofer'","","-","-","-","-","-","84.90","-","120.00","-","-"
"16","FARM EQUIPMENT (HAND MADE)","'Kember'","","-","-","-","-","57.45","-","-","-","76.63","-"
"17","FARM EQUIPMENT (HAND MADE)","'Digr'","","14.33","-","-","-","22.57","9.15","10.66","10.00","9.65","10.00"
"18","FARM EQUIPMENT (HAND MADE)","Plough","","124.93","111.64","125.66","130.00","113.24","149.78","113.24","174.95","146.59","120.00"
"19","FARM EQUIPMENT (HAND MADE)","Sickel","","12.32","-","-","-","16.43","22.24","13.28","-","25.00","-"
